listing_id,host_id,superhost,response_time,response_rate,number_of_reviews,review_scores_rating,host_about,host_verifications
16466688,102361161,f,within a day,89%,6,100,I love NYC and traveling around the world!,"['email', 'phone', 'google', 'reviews']"
14126303,85191443,t,within a few hours,100%,25,97,"Hey Everyone!I'm Jassiel McBride and I'm a freelance Video Director here in NYC. I'm also the best host you'll ever have. I'm neat, friendly, and accommodating. You will have my support 100% of your time here.","['email', 'phone', 'facebook', 'reviews', 'kba']"
16230666,13356654,f,within a day,63%,0,,Photographer from Australia.,"['email', 'phone', 'reviews', 'jumio']"
16193919,24922268,f,within an hour,100%,5,100,"Hello! I'm a graduate student. I like culture, history, charity works and traveling besides Medicine. Always excited to meet new people from around the world. I'm friendly and sincere. There are plenty of activities and places to visit here in New York City. If you need any travel tips, let me know.","['email', 'phone', 'reviews', 'jumio']"
15001550,9722645,t,within an hour,100%,24,98,"Hi Im Laura I've lived and worked in Brooklyn for 10+ years and love this corner of the world more and more everyday.I grew up in Indonesia and Australia, love music, food, art, meeting new people, visiting new places and experiencing new things.Looking forward to sharing this city with you!","['email', 'phone', 'reviews', 'kba']"
9739230,48112217,t,within a few hours,100%,39,97,"I am a 35 year old lab technician.  I travel a lot but nothing compares to the majesty of NYC!  I am addicted to fitness and health.  I enjoy hobbies like motorcycles, mountain biking, and most of all FOOD!  I get a real joy out of hosting, I always volunteer to have guest stay with me when visiting NYC.  Look forward to meeting you!!!","['email', 'phone', 'reviews']"
14106535,17379053,f,within a day,50%,5,80,We are a young couple living in New York City. We love our Washington Heights neighborhood and spending time in the nearby parks. ,"['email', 'phone', 'reviews', 'jumio']"
1189378,867249,f,within a few hours,100%,73,93,"Young professional, outgoing and very hospitable. While I have been based in New York for the several years, I travel extensively for both business and pleasure. Happy to share my home with responsible and respectful guests looking to stay in a real loft with lots of character in one of New York's most celebrated neighborhoods.  Look forward to meeting you!","['email', 'phone', 'reviews', 'jumio']"
16026128,42864779,f,within an hour,100%,4,87,I am a traveling musician/actor/model from South Carolina based in NYC.  I absolutely love this neighborhood and am passionate about helping others fall in love with it as well.  If it helps you to know that I'm a real person you can find some of my music and (EMAIL HIDDEN) ,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']"
235281,1232627,t,within a day,75%,19,98,"I am a native New Yorker but I have also lived in Los Angeles and London. I love being a New Yorker! I like pizza, tacos and yoga. I love going to live events and concerts and I travel often for work. I have a brand marketing company and specialize in wine and spirits product and brand development. Feel free to ask anything about NYC, I am happy to advise. :)","['email', 'phone', 'facebook', 'reviews', 'kba']"
14737992,91804427,f,within a day,90%,8,93,"Caregiver to two cats.  Love classic movies - I have a great collection of Bogie movies. Love music and have a large collection of Rock 'n' Roll, classical and world music. I also love history and photography.","['email', 'phone', 'reviews']"
12703904,2861820,t,within a few hours,100%,13,97,"My husband, Dan,  and I are avid world travelers who LOVE the concept of airbnb. We've used it mostly domestically, but would love to do so more internationally. We are both returned Peace Corps volunteers from Madagascar who now call Brooklyn home. We are crazy about our neighborhood and all that it offers. But, we also like to get out of the city when we can. We love hiking, camping, and exploring our way through the northeast. ","['email', 'phone', 'reviews', 'jumio', 'kba', 'selfie', 'government_id', 'identity_manual']"
3264797,16505559,f,within an hour,100%,112,83,"We've been living in NYC for over 7 years, and love our apartment, the city, and this neighborhood!","['email', 'phone', 'reviews', 'kba']"
7806682,15018754,t,within a few hours,100%,14,97,"Hi! I'm a New Yorker who loves to travel around! Clean, low-maintenance house guest!","['email', 'phone', 'reviews', 'kba']"
16027061,104034426,f,N/A,N/A,0,,"My name is Maria and I live in Queens, NY. I am an easy going person and I always try to make people happy. I love traveling and visiting new places! I believe in living your life to the fullest and cherish every moment!:)","['email', 'phone']"
18061481,20691482,f,within an hour,100%,4,90,"We are a young couple living in NYC for over 5 years, enjoying life to the fullest. Fell in love with New York and everything it has to offer. Looking to meet interesting people from all over the world and host them in our beautiful and unique place. We spend a lot of time outside the apartment so we are barely home. But we like our guests to feel like home.  ""Mi casa es su casa"" ","['email', 'phone', 'reviews', 'kba']"
14667844,91141126,t,within an hour,90%,42,99,"Lover of arts, animals, and cuisine--usually found at Lincoln Center, Central Park, or neighborhood restaurants.  Raised in Russia but after 18 years in Manhattan is my adopted home. I am a dyed-in-the-wool New Yorker now!  Started my career as a Clinical Psychologist but retooled with an economics degree and currently work in finance. As someone who long ago came to visit Manhattan and fell in love with it, I love to host people, get to know them, and help them experience the magic of what this city offers!","['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']"
13925553,2822805,t,within an hour,100%,9,93,"Hello!! I'm an apparel designer based in New York City. I grew up in 4 different countries, and I have been calling the city home for a few years. I have shared apartments with others since I was 16, and I believe I'm a very responsible, mature and easygoing person to live with. I'm very interested in different cultures, languages and cuisine. I speak English, Chinese and Italian fluently, and at the moment I'm working on my French and Spanish.I travel light and spontaneous. I rarely do research prior to my trip. I just follow a cute dog, or a cute human, and get lost in the allies. It's worked out quite well so far. Please feel free to ask me any questions you might have :) ","['email', 'phone', 'facebook', 'reviews', 'kba']"
15985221,102466916,f,within a few hours,100%,1,100,"I would definitely describe myself as Outgoing, cant live without books, hot tea, meditation, sun, and vegetables. I am very resourceful, love to share and meet new people.  ","['email', 'phone', 'reviews']"
11010008,57069872,f,within an hour,100%,27,92,"I love traveling and being outdoors! I know the people you meet on a trip and the places you stay can really make a trip, so I want to be that great host for your trip! Besides traveling and camping, I love reading and music. I'm a foodie at heart, and a sci-fy lover. mostly, I just try to live the happiest life I can! ","['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']"
18601252,129180401,f,within a few hours,100%,1,100,I like traveling and meeting people from different cultures and languages. ,"['email', 'phone', 'reviews']"
18857857,56573407,f,within a day,100%,0,,I am graduate student who loves traveling and eating different types of food.   Happy to give any recommendations!,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'government_id']"
1347847,2061760,f,within an hour,100%,125,95,"My husband & I live in Brooklyn, NY. He is a school teacher and I am a video editor. We love to travel and love art, the outdoors and just having fun. We are both very responsible, clean and quiet. We own our Brooklyn townhouse and love to welcome Air BnB guests from all over the world.","['email', 'phone', 'reviews', 'kba']"
12423295,42797889,f,within a day,90%,7,97,"New Yorker of 5 years that loves plants, adventures, traveling, the outdoors, skiing, good food, and soul & funk music! Strong believer in the power of positive thinking and laughing every day. ","['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']"
14824735,69111810,f,within an hour,100%,36,87,Love animals! love people and traveling is my favorite thing to do!,"['email', 'phone', 'reviews']"
517626,2438262,f,N/A,N/A,10,98,Young professional working in interior design.,"['email', 'phone', 'facebook', 'reviews']"
406056,814964,f,within a few hours,94%,55,91,"We are professional artists, performers, and event planners. Easy going and well traveled. We looking forward to your stay in New York and invite you to enjoy all of the culture it has to offer. If you have any questions feel free to ask and we will point you in the right direction. Resy & Jay","['email', 'phone', 'facebook', 'reviews', 'jumio']"
17787042,121490539,f,within an hour,100%,10,96,Born in Hungary,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']"
9712682,2412806,t,within an hour,100%,39,97,"Journalist and Photographer living in Brooklyn, NY with my wife and two children. Avid traveler whose ideal vacation includes nature, tennis courts and attempts to speak another language.","['email', 'phone', 'reviews', 'jumio']"
7391230,1173652,f,within a day,50%,29,89,"Hi, I'm Sebastien, a pretty cool french guy.I'm living in Brooklyn as Digital Business Director. I love design, photo, music and I really enjoy my bike in New York:)","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']"
15411647,98706163,t,within an hour,100%,41,99,"I am a teacher, that loves children. I absolutely love to meet new people. But more than that I enjoy helping others and building relationships. I enjoy traveling and spending time with my family, creating new memories. I am of Caribbean descent and  enjoy reggae music, warm weather and sunny days at the river or beach. Jamaica is my favorite destination. I would love to Airbnb in Jamaica one day!","['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio', 'government_id']"
68403,240427,f,within a few hours,100%,85,90,Im a Jazz Vocalist who loves the arts and meeting new people. Im easy going and fun....Dont mind you playing your music ...enjoy yourselves.,"['email', 'phone', 'facebook', 'reviews', 'kba']"
4048043,10135,f,within an hour,100%,68,91,"I'm from San Francisco, but currently split time in between New York City (Manhattan) and San Francisco.  I'm a professional with a lot of live/work balance.  I love to travel, dance, learn new things.   I love to cook and eat great food.  I've been to over 28 countries and speak English, French and a little Spanish. ","['email', 'phone', 'reviews', 'kba']"
18221952,17247848,t,within an hour,100%,2,90,"Holler, I'm Kevin!I've lived in NYC, various parts, for the past 10 years. I am one of those NYC slashers. Ok... I'll clarify. I am an Actor/Singer/Designer/Artist/Waiter/DomesticGoddess. Ok, the last one might be a bit much, but you get my point. I enjoying living life to the fullest and making every bit as creative as possible along the way. I'm not just one of the art guys, I did grow up outside Philly playing a sport every season and consider myself well rounded. Alright, thats it about me for now. I don't want to reveal to much, what will we talk about? ","['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba', 'work_email']"
4476119,279129,t,within a few hours,100%,49,98,"I'm a Fashion Designer living in Brooklyn.  I've lived in nyc for over 10 years.  Aside from fashion, my interests are dance, art, music, and literature.I love to travel and I'm a respectful guest.  When I host, I make sure my guests feel comfortable and at home.","['email', 'phone', 'facebook', 'reviews', 'kba']"
13155040,488423,t,within a few hours,100%,32,99,I am a graphic designer in NYC.,"['email', 'phone', 'reviews', 'jumio']"
15126686,95886123,t,within an hour,100%,10,98,"Hi there! Zara (left) and myself (right) have been friends and roommates for almost 10 years! We have worked really hard over the years to make our apartment comfortable,  stylish, and most importantly to feel like home.  We are both in the hospitality industry and work at night. We both enjoy traveling the world! we can't wait to share stories with you! ","['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']"
13006306,71735342,f,within a few hours,100%,38,93,"Simple, quite, friendly, shy. Just a little man trying to get by. 5 Things I just can't live without:PizzaNetflixMusicHot ShowersJudge JudyMy favorite place to travel is New Orleans. The cuisine is out of this world! I recommend everyone to visit at least one time. The shack is my favorite book, and I'm amazing it's being made into a major motion picture. It will be released in March 2017! Super excited!Please see at least one Broadway show in your lifetime. It's worth every penny, and every minute. I hope you like the color red! It��s my theme and its exciting. My home is bright and fun, and I try to be also. Neat and clean is my motto, and comfort is my game! I love hosting because I get to meet some many different people from around the world. I hope everyone enjoys my home and has a wonderful experience!  ","['email', 'phone', 'reviews', 'work_email']"
16965509,113469646,f,N/A,N/A,3,93,I was born in France and now live in New York City. I went to college in Southern California where I earned a degree in Media Studies. I love to travel and thought hosting people on Airbnb would be great way to meet people from all over the world.My interests include:- Travel- Photography- Design- Politics,"['email', 'phone', 'linkedin', 'reviews', 'kba']"
15940328,78619120,f,within an hour,100%,9,98,"I am a retired teacher living in a 1901 brownstone home in Astoria. Can't live without my  beautiful back yard, knitting, crocheting, shopping, Astoria, books and friends (new and old). Have traveled to France, Russia, Singapore, South America and have camped across the USA!As a guest, you will have privacy and quiet in a charming apartment with lots of room all to yourself (private kitchen and bathroom) . You can park your car in the yard.  I enjoy meeting people who travel. We can exchange tips and I love NYC! ","['email', 'phone', 'reviews']"
15630557,99778379,f,within an hour,99%,29,82,"Young professional in management consultant from New York, interested in Economics, business, technologies, design, good music, will be happy to meet great new people!","['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']"
13898858,82364111,f,a few days or more,33%,7,88,I'm a Tango dancer born in Argentina and raised in Puerto Rico. I've been living for five years in this wonderful city building a Real estate  business. I enjoy good music and good conversations over a nice glass of wine. share with me your story and I will share mine :)  ,"['phone', 'reviews']"
9505762,35888212,t,within an hour,100%,71,99,"Hello everyone! I am a dental professional in my late 30s and an animal lover! AIRBNB has given me to opportunity to meet so many wonderful people from across the world! Please message me with any questions you may have. I am here for you! I will get back to you as soon as possible. Thank you and look forward to meeting you!Please note during the day I work with patients and may not be able to respond as soon as I would like to. Also please be aware there are pets at this location. They will never enter your room unless you let them. If you have pet allergies, I do not recommend this location. ","['email', 'phone', 'reviews', 'jumio', 'government_id']"
16145457,105358071,f,within an hour,100%,8,100,Aint no scrub,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']"
4218098,21892444,f,within a day,76%,9,93,Hi there! I'm a video journalist with TIME magazine. I earned my bachelor degree and my masters at Columbia University. I've lived in New York for ten years. ,"['email', 'phone', 'reviews', 'jumio']"
9678112,229109,f,within an hour,100%,0,,Graphic Designer from New Zealand. Now Brooklyn based. Embracing life in the land of pizza and baseball. ,"['email', 'phone', 'facebook', 'reviews', 'jumio']"
17495862,90215210,f,within an hour,100%,11,96,"I'm a chilled laid back super Kool person who love the arts, healthy living and always looking for new experiences. I love vibing with people especially older mature folks because I'm always excited to hear learn and to share in their wisdom and knowledge.","['email', 'phone', 'reviews']"
8388388,18095404,f,within a few hours,100%,3,93,"My roommate Beth and I live in a fantastic apartment in Park Slope. The neighborhood is wonderful and we enjoy welcoming people to stay in the 3rd bedroom in our home. We both work regular hours and have busy lives so you will have time to yourself in the common areas of the apartment.  One of us is an artist and also works a neighborhood business, the other works at an education non-profit and is active in local politics and activism. The room is furnished and available for short term stays at this point, until we find someone for a long term stay.  Look forward to meeting you!","['email', 'phone', 'reviews', 'jumio']"
9920363,50997424,f,a few days or more,0%,2,80,"40 something who grew up in NYC.  Like travel, exercise, and poker! ","['email', 'phone', 'reviews']"
14731469,91734538,f,within an hour,100%,17,91,"I am a full time student at NYU getting my master's in social work. I love to travel with friends and my boyfriend. I love to read mystery, crime and fiction books. Listen to all genres of music. Motto: ""We are what we repeatedly do. Excellence, then, it not an act, but a habit."" ~Aristotle ","['email', 'phone', 'reviews', 'jumio', 'government_id']"
18073087,124427923,f,within a few hours,89%,2,100,I am easy going. Love to play sports and meet new people.,"['email', 'phone', 'google', 'reviews']"
14911619,14189456,f,N/A,N/A,1,100,Free spirited and easy going ,"['email', 'phone', 'reviews', 'kba']"
17366414,117347203,f,within a few hours,100%,4,100,"I am a native New Yorker! I love traveling, trying new local cuisines, and meeting other natives during my adventures. I would like to share my home for other travel enthusiasts so everyone can experience the city as a local natives themselves.","['email', 'phone', 'reviews']"
1732498,1818792,f,within a few hours,100%,25,99,Wanderlusters. Travel Junkies. Runners. Undercover Nerds. Tone-Deaf Karaoke Singers. Thrill-Seekers. Rose-Color-Glasses-Wearers.,"['email', 'phone', 'reviews', 'kba', 'work_email']"
16570631,11586393,f,a few days or more,20%,1,100,"My name is Jared and I am a 28 year old professional living in brooklyn ny. My passions in life traveling and making amazing connections with varieties of people. I love that AirBNB allows me to do that.I am no stranger to AirBNB, in fact I am proud to say that I earned myself nothing but stellar reviews from my almost 10 previous hosts.  I haven't used hotels in almost 2 years and have stayed in wonderful places throughout manhattan and san francisco. Unfortunately, my account login and cc info was hacked/compromised so I had to deactivate and start from scratch.  (I've come to find out via (SENSITIVE CONTENTS HIDDEN)/(SENSITIVE CONTENTS HIDDEN) that I am not alone in this scenario so everyone make sure you use secured networks when doing any transaction. I learned the hard way!)I always try my best to treat others the way I'd like to be treated and rest assured that I will treat your home as if it were mine.  Actually, I will do that one better.. I will treat it as if it were my grandmas!  ","['email', 'phone', 'reviews', 'jumio']"
18564012,16625273,f,within an hour,100%,0,,"Young professional that loves traveling, discovering new cultures, movies, tv shows, music, and cuisine.","['email', 'phone', 'amex', 'reviews', 'jumio']"
14085512,51826974,f,within a few hours,100%,5,88,"""I'm An OPTIMISTIC Lady""TOO POSITIVE     TO BE DOUBTFUL,       TOO OPTIMISTIC TO BE FEARFUL,    AND TOO DETERMINEDTO BE DEFEATED.         Live Simply.  Love Generously.   Speak Truly. Pray Daily.  Leave Everything       Else To God.","['email', 'phone', 'reviews']"
17283071,103740027,f,within an hour,100%,9,98,I love travelling! but most important meeting new people,"['phone', 'reviews']"
15286645,97300191,f,within a few hours,100%,8,93,"I��m a freelance filmmaker working both in Philadelphia and New York. Things I��m always passionate about: movies (of course), travelling, food, and learning about different cultures.  As a host, I want my guests to be comfortable while enjoying everything New York has to offer. For any questions for concerns, feel free to reach out to me or  my maintenance personal, Eileen, through phone or text. ","['email', 'phone', 'reviews']"
11442506,24405972,f,N/A,N/A,1,100,"I am originally from Peru, currently I am studying a master's degree in FIT in New York.I can't live without books, music and good food!I like using airbnb to have a more realistic experience in the places I visit. When I travel I love walking around the cities I visit, and trying their traditional food and restaurants.","['email', 'phone', 'reviews', 'jumio', 'government_id']"
16423772,42076125,f,within a day,100%,0,,"I am a world traveler with humanist outlook. Have seen everything between Tokyo and L.A. I am a Creative Director, Universal Music Artist, Film Maker and adventurer. My survival kit includes iPhone? Macbook Pro, Credit Card and ya the handsfree. My favorite destination Barcelona, favorite movie Natural Born Killer and music well petty diversified from AC/DC to MJ. I am a purist. So I appreciate ingenuity, likewise- I am inquisitive about world cuisine; anything that looks interesting can touch my tastebuds. Stand up comedy is my another hobby- I'd rather laugh on life follies than fret. I prefer clean, peaceful and soothing environment to inhabit, not much flamboyant- coz I cant sleep in too much. I go for simplicity where I can relax and recharge. I am an easy going, happy go lucky guy that improvises with life.  ","['email', 'phone', 'google', 'reviews', 'jumio', 'work_email']"
15536769,27443229,f,within a day,85%,18,84,"Hi,I am a writer/blogger in my late 20's and started traveling when I was modeling.I am now addicted to traveling and learning about history and culture.I try to give back whenever I can which is why I started a new blog with my girlfriend Maddie and will be traveling around the world and giving back where we can. Since I travel so much I started hosting on Air bnb and I absolutely love it. I liken it to owning my own mini bed and breakfast, which has always been a dream of mine.","['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']"
498859,2462260,f,within an hour,100%,38,95,As a building owner I will try make your stay comfortable.,"['email', 'phone', 'reviews', 'jumio']"
9753240,1342653,f,within a day,60%,4,100,From New York City,"['email', 'phone', 'facebook', 'reviews', 'jumio']"
16333020,106837455,f,within a few hours,100%,0,,"Hello:We have lived on the Upper West Side for almost 20 years.  The Upper West Side is an amazing neighborhood because it has a charming & historic NYC feeling, but it is easily and quickly accessible to the entire city - for both working and enjoying the restaurants, sights and culture.  The apartments are clean, simple and contemporary and will be an enjoyable place to explore NYC.","['email', 'phone', 'google', 'linkedin', 'reviews', 'jumio', 'offline_government_id', 'government_id']"
13461855,15618575,t,within a few hours,100%,45,95,"I'm a hair dresser in Manhattan, I have an extra room and love to host people although I'm rarely home, I always have my phone on me and can help you out with any need or even directions if you need! ","['email', 'phone', 'google', 'reviews', 'jumio', 'government_id', 'work_email']"
9063304,47275865,f,N/A,N/A,0,,"Born and raised in Portland, Oregon but have called New York City home for five years. ","['email', 'phone', 'jumio']"
13864842,50693042,f,within a day,100%,4,90,"I am a Rockaway year-round resident of three years.My intent with this space isn't that you spend time with me but that you spend it with Rockaway, so I won't hover over you, hey, we might not even meet face to face since I have a ""day job"" but I am always just a text message away.Much of this space reflects what I love: The nearness to the ocean (I grew up in the beaches of El Salvador and have lived by the beach my entire life), natural light, cleanliness and zero clutter.  It is my pleasure to be able to offer those things to you.I'm also a certified Kripalu Yoga teacher, so ask me for a private meditative yoga class by the beach $30 or semi private $40","['email', 'phone', 'reviews']"
3833541,19737451,f,within a day,72%,99,89,"About me: Venezuelan Jew. 25 years old. Currently running my own Start-up (bitcoin exchange platform). I studied international business in Bogota, Colombia. I fell in love with New York during my first visit when i was 10, and decided to move here on the summer of 2013. Do i like it? Well, i wake up everyday with a smile on my face. You do the math ;) I live here with my younger brother Kevin. We like making sure our guests have a nice experience staying in our flat so they can enjoy this city as much as we do. Always willing to help with info about subway, places, etc. if you would like to know about good places to go out to eat, have drinks or dancing, don't hesitate to ask me :)","['phone', 'reviews', 'jumio', 'government_id', 'work_email']"
7095125,36656552,f,within an hour,100%,50,87,I was born in Asia and grew up in the heart of Manhattan! I am an entrepreneur w/ an MBA degree. I  enjoy traveling as well and had visited many different countries.  I'm looking forward to meeting you!I have 3 different listings from the same apartment: https://www.airbnb.com/rooms/6991910https://www.airbnb.com/rooms/7095125https://www.airbnb.com/rooms/11223328,"['email', 'phone', 'reviews', 'kba']"
4784493,23988331,f,within an hour,100%,112,83,"I am a dog trainer and musician living in Brooklyn. Prior to that I lived in Kansas before packing my bags and working towards my dreams out here. I have lived in NYC for almost a decade and can tell you all of the ins and outs, who's and what's!  I am a social butterfly and love to meet interesting new people. My dog comes with me to work, but if you have the chance to meet him, his name is Ziggy Stardust and he loves food and cuddles. My hair is constantly changing colors. I love to cook, craft and play nerdy games. I'm a trekkie. I make puns a lot. I love a lot of types of music, but classic rock, jazz and indie folk is where it hits home. Please don't be shy - I want to make your stay as comfortable as possible and help you see NY as the beautiful place I have come to love! ","['email', 'phone', 'reviews', 'manual_offline']"
15469393,826567,f,within a day,100%,1,100,Live. Love. Laugh ,"['email', 'phone', 'reviews', 'kba', 'work_email']"
15785088,102103075,f,within an hour,100%,60,94,"We love traveling, music and working out. We are health conscious and family oriented. We live in a 3 story townhouse where we live on one floor, while other family members live on another floor. We are renting out the second floor of this private home. Also there is a small family operated auto-detailing shop on the 1st floor. ","['email', 'phone', 'facebook', 'google', 'reviews', 'kba']"
17845650,121620125,f,within an hour,100%,10,98,Finance professional working in Manhattan. ,"['email', 'phone', 'facebook', 'reviews']"
11980956,64028903,t,within an hour,100%,28,97,"I live in my hometown with my husband and 2 kiddos.  We have a love of travel and enjoy nothing more than eating (and drinking!) our way through every place we visit. We can be fancy at times - or not. We like to travel in so many different ways - off the beaten path is cool, but sometimes a luxury stay is so worth it! We travel with and without our kids - we believe in a healthy family/couple balance. We wish we could travel more..... We have always loved staying in hotels or people's homes when we travel and love the Hospitality industry in general, so we decided to try our hand at sharing a private space in our home with guests from all around the globe. We believe that a love of travels is derived from the total experience - the stay, the local people, the food, plus so much more. We aim to give our guests a great experience and are here to help with anything they might need. One of the best ways to travel is to be in touch with the locals so the experience is not just something you will find in a guidebook - please ask us any questions you might have! We want to pass on our knowledge of our city. We have met so many interesting people from places far and wide and have even made some new friends. I enjoy being able to make recommendations on must-see highlights in my hometown, guide our guests through the amazing food landscape that is NYC, and point out local spots that may have otherwise gone unnoticed. Travel is such an integral part of our lives and it's great to share our love of it with the people we meet. ","['phone', 'reviews']"
7475552,22652051,t,within an hour,100%,24,98,"Data Geek by trade, I primarily work on back-end development, data design, and migration. In my free time, I enjoy cooking, yoga, hiking, running, and of course traveling. I also teach yoga, and practice daily. You're welcome to bring (or borrow) a mat and join!I live with my boyfriend/partner of 7 years and two friendly cats who like to show off in return for treats.  Overall, I'm pretty laid back, easy to get to know, and always up for a new adventure. My latest haunt is Brooklyn, NY, but I've lived all over, including stints in Southeast Asia (Malaysia, Singapore, Thailand), Virginia, Washington DC, and Boulder, CO.","['email', 'phone', 'reviews', 'kba']"
14957339,51587495,t,within an hour,100%,14,100,"Music business veteran.  Collegiate All-American track & field athlete.  Dual citizen, born in England, raised in Ct. and call NYC home base.  World traveler.  Founder, Red Earth Entertainment.  Most important; humanitarian!  ","['email', 'phone', 'facebook', 'amex', 'reviews', 'jumio', 'government_id', 'work_email']"
16497914,107570176,f,within an hour,100%,0,,"I'm a home owner who loves to decorated.  So when I decided to become an  air bnb host, I use my skills to make my apartment look and feel comfortable.  I'm a quite and easy going person, I love meeting new people and making new friends. I hope you enjoy you stay with us. ","['email', 'phone']"
13640966,79141968,f,within an hour,100%,5,100,I am a social worker and have been living in New York since 2001.   I have interest in social causes and enjoy exploring new places.,"['email', 'phone', 'reviews']"
17747778,116535992,f,within a few hours,100%,0,,"A New Yorker of 10 years so I am happy to supply you with a welcome packet describing the area, amenities, attractions, and transportation options. Extremely clean, organized, and respectful of others and their belongings. I welcome likeminded guests! I travel often for business and pleasure, especially love Europe in the spring. Foodie, friendly, and a social butterfly that will offer you recs of some of my favorite spots. I look forward to hosting you! :)","['email', 'phone', 'facebook', 'google', 'amex', 'kba']"
13448357,39353370,f,within an hour,100%,55,82,"Hi! I'm Richard, a New Yorker of a few years in the medical health field who loves to explore new places in the US and Europe as much as I can. I'm super easy going, communicative, and caring as a guest and a host. I love animals and my big family. My travel style is admittedly quite spontaneous- I'll visit somewhere for the novelty and to imbibe the essence of its culture. I love to write on my blog, too!You'll notice that I am a great communicator, flexible when possible, and always friendly no matter what. Please contact me if you are curious about our listing or about me as a traveller! ","['phone', 'reviews', 'jumio', 'government_id']"
12108264,64930464,t,within an hour,100%,53,97,"Hi, I'm Maya! I decorate homes for sale for a living. Decorating this apartment for our guests is a real joy for me and my pet project! My husband Bennett, who is a professional musician, and I live on the ground floor. with our two girls. When we aren't busy raising our two daughters we like to travel, go to the beach, or check out the many new restaurants that are sprouting up in Bed Stuy! We have Bed Stuy pride and think it's one of the most exciting neighborhood in New York! We think you'll agree!","['email', 'phone', 'reviews']"
16267803,1192630,f,within a day,100%,9,96,"I am a mom of two delightful teenagers and a big, loving dog named Beastie. I live with them and my equally delightful husband, Charlie.  I currently work as a nurse in a school.  We love music, cooking (when I have time), exploring and friends.  ","['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']"
14299104,29216042,t,within a few hours,100%,51,96,I am a young professional from Europe and i love to travel. I have lived in New York for 10 years. I love skiing and enjoy winter sports. I also love meeting new people and love to read. ,"['email', 'phone', 'reviews', 'jumio', 'government_id']"
15194434,81003164,t,within an hour,100%,14,100,"Our apartment is the entire floor of a building in Brooklyn just 2 blocks from the express A train. You can stay on the other half of the floor (a 2-room space). I have lived in NYC for 25 years if you need any advice on your stay. Kent was born in Japan and speaks Japanese language fluently. We are clean, quiet and respectful and expect the same from our guests. ","['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba', 'work_email']"
14421383,27001949,f,within an hour,100%,23,94,"Restauranteur and sommelier; lives in Brooklyn, works in NYC. ",['reviews']
17774240,121205626,f,within an hour,100%,8,95,My name is Jacinta  Fonkem and i am 52 years old.I live in Bronx NY.I work with Advance Environmental. I am very peaceful  respectful and welcoming.I have a  3 bedroom  apartment and i will like to rent one of the room to the guest.i  really look forward in welcoming my guest and doing every thing to make them stay comfortable.,"['email', 'phone', 'reviews']"
15477991,57891816,f,within an hour,100%,2,80,"Hey! I am a 25yr old Greek/American female who lives with her brother in Brooklyn. Family is important and so is cleanliness. We were born in Philadelphia, and moved to Greece in 2001, and in 2014 we came back to the States, and now live in NYC.*we are 100% in love with and dedicated to Film. We recently have been going to film festivals as we released a film this fall, named ""The Hobbyist""! check the trailer out. Directed & written by my brother George Vatistas*Five things i could not live without would probably be a film, matches, my health, food & shelter!*I love to travel, and wish I had more time and money to, but I often go back to Greece to visit the family, and my dog Ruby! I have been to Italy, Turkey, Greece, Canada, within the US (LA, NYC, PHILADELPHIA, JERSEY, CLEVELAND, VIRGINIA, HILTON HEAD, ORLANDO FLORIDA, etc...)","['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']"
17436829,117983982,f,within an hour,100%,3,100,"Wedding Planning BusinessPrivate Equity BusinessGolfer, Horseback rider, trying new restaurants, cooking at home, playing with my two dogs. ","['email', 'phone', 'google', 'reviews', 'kba']"
5019076,12276725,t,within an hour,100%,13,92,"I design and manufacture swiss watches, love New York & have lived here my entire life :-)  I enjoy playing handball, biking, and walking by the Hudson river...pizza, soup dumplings, and Russian pelmeni are among my fav food, and I speak Russian :-) ","['email', 'phone', 'reviews', 'kba']"
15068067,9035097,f,within an hour,100%,21,88,A lifelong New Yorker and glad AirBnB host -- looking forward to welcoming you to the City!,"['phone', 'facebook', 'reviews']"
11971405,3382832,f,within an hour,100%,11,93,"I am clean, organize and neat and so is my space which has been renovated recently.I am French and speak English & Spanish as well.Brooklyn is my favorite spot to relax but yet very close to the exiting life NYC has to offer.I will make sure you enjoy your stay.","['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']"
